PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_1739	chr11	84915960	84916367	+	141	NA	intron (NM_001005223, intron 1 of 4)	CpG	203	NM_001005223	448850	Mm.379733	NM_001005223	ENSMUSG00000020526	Znhit3	Myohd1|TRIP-3|Trip3	zinc finger, HIT type 3	protein-coding
cKO_peak_6330	chr3	32529444	32529890	+	141	NA	5' UTR (NM_024200, exon 1 of 18)	5' UTR (NM_024200, exon 1 of 18)	185	NM_024200	67414	Mm.290414	NM_024200	ENSMUSG00000027668	Mfn1	2310002F04Rik|6330416C07Rik|D3Ertd265e|HR2|mKIAA4032	mitofusin 1	protein-coding
cKO_peak_4967	chr18	75696302	75697612	+	141	NA	intron (NM_201354, intron 1 of 11)	CpG	739	NM_201354	269037	Mm.36745	NM_201354	ENSMUSG00000052928	Ctif	Gm672	CBP80/20-dependent translation initiation factor	protein-coding
cKO_peak_6082	chr2	153649175	153650137	+	141	NA	5' UTR (NM_001271747, exon 1 of 20)	5' UTR (NM_001271747, exon 1 of 20)	207	NM_001271744	13436	Mm.89772	NM_010068	ENSMUSG00000027478	Dnmt3b	MmuIIIB	DNA methyltransferase 3B	protein-coding
cKO_peak_9734	chr8	41239715	41240511	+	141	NA	intron (NM_023662, intron 1 of 37)	CpG	354	NM_023662	18536	Mm.117896	NM_023662	ENSMUSG00000031592	Pcm1	2600002H09Rik|9430077F19Rik|C030044G17Rik	pericentriolar material 1	protein-coding
cKO_peak_6045	chr2	150608233	150608552	+	141	NA	exon (NM_027977, exon 1 of 9)	exon (NM_027977, exon 1 of 9)	175	NM_027977	71881	Mm.26599	NM_027977	ENSMUSG00000033096	Apmap	2310001A20Rik|AI314817	adipocyte plasma membrane associated protein	protein-coding
cKO_peak_9219	chr7	79465522	79466170	+	141	NA	intron (NM_017462, intron 1 of 22)	CpG	427	NM_001360095	18975	Mm.3616	NM_017462	ENSMUSG00000039176	Polg	AA409516|PolgA	polymerase (DNA directed), gamma	protein-coding
cKO_peak_6166	chr2	164804587	164805410	+	141	NA	promoter-TSS (NM_001362757)	promoter-TSS (NM_001362757)	-116	NM_178375	67538	Mm.33184	NM_178375	ENSMUSG00000045822	Zswim3	4921517A06Rik|C86566	zinc finger SWIM-type containing 3	protein-coding
cKO_peak_9209	chr7	75848287	75848807	+	141	NA	intron (NM_182782, intron 1 of 1)	CpG	209	NM_029652	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
cKO_peak_10018	chr8	104641357	104642115	+	141	NA	promoter-TSS (NM_026753)	promoter-TSS (NM_026753)	-8	NM_026753	68523	Mm.279	NM_026753	ENSMUSG00000031879	Ciao2b	1110019N10Rik|Fam96b	cytosolic iron-sulfur assembly component 2B	protein-coding
cKO_peak_980	chr10	80900384	80900815	+	140	NA	TTS (NM_001347140)	TTS (NM_001347140)	370	NM_013895	30055	Mm.142132	NM_013895	ENSMUSG00000020219	Timm13	D10Ertd378e|Tim9|Timm9	translocase of inner mitochondrial membrane 13	protein-coding
cKO_peak_4439	chr17	35164146	35164861	+	140	NA	intron (NM_001199044, intron 1 of 30)	CpG	374	NM_001199044	53761	Mm.272462	NM_020027	ENSMUSG00000024393	Prrc2a	3110039B05Rik|Bat-2|Bat2|D17H6S51E|G2|Wbp12|mKIAA4178	proline-rich coiled-coil 2A	protein-coding
cKO_peak_1185	chr10	128058448	128059795	+	140	NA	5' UTR (NM_019766, exon 1 of 8)	5' UTR (NM_019766, exon 1 of 8)	139	NM_019766	56351	Mm.305816	NM_019766	ENSMUSG00000071072	Ptges3	5730442A20Rik|Ptges|Tebp|cPGES|p23|sid3177	prostaglandin E synthase 3	protein-coding
cKO_peak_8729	chr6	120493170	120493922	+	140	NA	exon (NM_033567, exon 1 of 1)	exon (NM_033567, exon 1 of 1)	400	NM_033567	94047	Mm.23088	NM_033567	ENSMUSG00000094626	Tmem121b	AW048664|Cecr6	transmembrane protein 121B	protein-coding
cKO_peak_4049	chr16	39984413	39984985	+	140	NA	exon (NM_001361282, exon 1 of 11)	exon (NM_001361282, exon 1 of 11)	335	NM_001361282	268890	Mm.310524	NM_175548	ENSMUSG00000061080	Lsamp	5430428I19|AW046674|B130007O04Rik|D930023J12Rik|Gm29907|Lam|Lamp	limbic system-associated membrane protein	protein-coding
cKO_peak_8962	chr7	25237373	25237826	+	140	NA	exon (NM_001031667, exon 1 of 11)	exon (NM_001031667, exon 1 of 11)	252	NM_001031667	606496	Mm.491101	NM_001031667	ENSMUSG00000057177	Gsk3a	2700086H06Rik	glycogen synthase kinase 3 alpha	protein-coding
cKO_peak_5409	chr2	11501411	11502196	+	140	NA	5' UTR (NM_133232, exon 1 of 15)	5' UTR (NM_133232, exon 1 of 15)	287	NM_001177752	170768	Mm.19669	NM_133232	ENSMUSG00000026773	Pfkfb3	E330010H22Rik|iPFK-2|uPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding
cKO_peak_10882	chrX	47891873	47892499	+	140	NA	intron (NM_001358618, intron 1 of 23)	intron (NM_001358618, intron 1 of 23)	427	NM_053123	93761	Mm.229151	NM_053123	ENSMUSG00000031099	Smarca1	5730494M04Rik|Snf2l	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding
cKO_peak_145	chr1	53352374	53352717	+	140	NA	exon (NM_001353501, exon 1 of 4)	exon (NM_001353501, exon 1 of 4)	207	NM_001353501	110599589	Mm.285783	NM_001353501		Asdurf	ASNSD1-SEP|Asnsd1	Asnsd1 upstream reading frame	protein-coding
cKO_peak_10978	chrX	139871066	139871601	+	140	NA	exon (NM_001193309, exon 1 of 17)	exon (NM_001193309, exon 1 of 17)	321	NM_001193309	75746	Mm.23269	NM_029413	ENSMUSG00000031434	Morc4	1600017G11Rik|5630401M14Rik|AA117449|Zcwcc2	microrchidia 4	protein-coding
cKO_peak_9117	chr7	45510071	45510604	+	140	NA	promoter-TSS (NM_008749)	promoter-TSS (NM_008749)	71	NM_001163662	18220	Mm.258923	NM_008749	ENSMUSG00000030824	Nucb1	B230337F23Rik|C77483|Calnuc|MTEST82|Nucb	nucleobindin 1	protein-coding
cKO_peak_1230	chr11	3289817	3290675	+	140	NA	promoter-TSS (NM_001253691)	promoter-TSS (NM_001253691)	-211	NM_019574	56218	Mm.275563	NM_019574	ENSMUSG00000020453	Patz1	8430401L15Rik|AI447519|Mazr|Patz|Zfp278	POZ (BTB) and AT hook containing zinc finger 1	protein-coding
cKO_peak_761	chr10	36506608	36507710	+	140	NA	5' UTR (NM_001253356, exon 1 of 5)	5' UTR (NM_001253356, exon 1 of 5)	352	NM_001081208	319415	Mm.332442	NM_001081208	ENSMUSG00000044499	Hs3st5	D930005L05Rik|Gm1151|Hs3ost5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	protein-coding
cKO_peak_1512	chr11	61266776	61267424	+	140	NA	promoter-TSS (NM_001331114)	promoter-TSS (NM_001331114)	86	NM_007437	11671	Mm.398221	NM_007437	ENSMUSG00000010025	Aldh3a2	AI194803|Ahd-3|Ahd-3r|Ahd3|Ahd3-r|Aldh4|Aldh4-r|FALDH	aldehyde dehydrogenase family 3, subfamily A2	protein-coding
cKO_peak_10613	chr9	95559145	95560196	+	140	NA	promoter-TSS (NM_198414)	promoter-TSS (NM_198414)	-147	NM_198414	75552	Mm.151485	NM_198414	ENSMUSG00000064225	Paqr9	1700020G04Rik	progestin and adipoQ receptor family member IX	protein-coding
cKO_peak_2116	chr12	4907124	4907477	+	140	NA	intron (NM_145441, intron 1 of 6)	CpG	220	NM_145441	217379	Mm.259170	NM_145441	ENSMUSG00000020634	Ubxn2a	6330407P03Rik|Ubxd4	UBX domain protein 2A	protein-coding
cKO_peak_2459	chr12	106010276	106010762	+	140	NA	intron (NM_001029843, intron 1 of 13)	CpG	256	NM_011705	22367	Mm.2981	NM_011705	ENSMUSG00000021115	Vrk1	51PK	vaccinia related kinase 1	protein-coding
cKO_peak_7930	chr5	107288912	107289710	+	140	NA	5' UTR (NM_011578, exon 1 of 17)	5' UTR (NM_011578, exon 1 of 17)	318	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
cKO_peak_1653	chr11	76243363	76244086	+	140	NA	promoter-TSS (NM_026029)	promoter-TSS (NM_026029)	-12	NM_183263	67390	Mm.24886	NM_183263	ENSMUSG00000038046	Mrm3	4833420N02Rik|AI255153|HC90|Rnmtl1	mitochondrial rRNA methyltransferase 3	protein-coding
cKO_peak_6982	chr4	48042780	48043232	+	140	NA	Intergenic	CpG	-2299	NM_001307989	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding
cKO_peak_1581	chr11	69980849	69981591	+	140	NA	promoter-TSS (NM_026017)	promoter-TSS (NM_026017)	15	NM_018740	54351	Mm.13430	NM_018740	ENSMUSG00000018565	Elp5	Derp6|Rai12	elongator acetyltransferase complex subunit 5	protein-coding
cKO_peak_4359	chr17	28485467	28486117	+	140	NA	intron (NM_010220, intron 1 of 10)	CpG	357	NM_010220	14229	Mm.276405	NM_010220	ENSMUSG00000024222	Fkbp5	D17Ertd592e|Dit1|FKBP-5|FKBP51	FK506 binding protein 5	protein-coding
cKO_peak_8914	chr7	16842678	16843236	+	140	NA	promoter-TSS (NM_001252458)	promoter-TSS (NM_001252458)	55	NM_001252458	101540	Mm.1881	NM_178900	ENSMUSG00000041187	Prkd2	AI325941|PKD2	protein kinase D2	protein-coding
cKO_peak_1040	chr10	88146671	88147315	+	140	NA	promoter-TSS (NM_028334)	promoter-TSS (NM_028334)	1	NM_027191	69736	Mm.222184	NM_027191	ENSMUSG00000035351	Nup37	2410003L22Rik|2810039M17Rik	nucleoporin 37	protein-coding
cKO_peak_6239	chr2	180456152	180456789	+	140	NA	intron (NM_001355218, intron 1 of 11)	CpG	225	NM_001355218	108115	Mm.133687	NM_148933	ENSMUSG00000038963	Slco4a1	OATP-E|Slc21a12	solute carrier organic anion transporter family, member 4a1	protein-coding
cKO_peak_5784	chr2	93333741	93334633	+	140	NA	intron (NM_183180, intron 1 of 9)	CpG	300	NM_183180	241556	Mm.274159	NM_183180	ENSMUSG00000027217	Tspan18	2610042G18Rik|6720430O15|BB226562	tetraspanin 18	protein-coding
cKO_peak_4081	chr16	55933985	55934814	+	140	NA	intron (NM_001159364, intron 1 of 3)	CpG	449	NM_028815	74201	Mm.178427	NM_028815	ENSMUSG00000022604	Cep97	2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2	centrosomal protein 97	protein-coding
cKO_peak_46	chr1	20890457	20891182	+	140	NA	promoter-TSS (NR_040492)	promoter-TSS (NR_040492)	271	NM_028829	74229	Mm.40780	NM_028829	ENSMUSG00000025931	Paqr8	1700019B16Rik|3110001D06Rik	progestin and adipoQ receptor family member VIII	protein-coding
cKO_peak_3086	chr14	31018732	31019651	+	140	NA	promoter-TSS (NM_001359855)	promoter-TSS (NM_001359855)	53	NM_001081251	66923	Mm.27913	NM_025847	ENSMUSG00000042323	Pbrm1	2610016F04Rik|AI507524|BAF180|Pb1	polybromo 1	protein-coding
cKO_peak_6067	chr2	152414118	152415119	+	140	NA	promoter-TSS (NR_110367)	promoter-TSS (NR_110367)	426	NM_175126	67917	Mm.391810	NM_175126	ENSMUSG00000074682	Zcchc3	2810406K24Rik	zinc finger, CCHC domain containing 3	protein-coding
cKO_peak_3487	chr15	43477254	43477640	+	140	NA	promoter-TSS (NR_046064)	promoter-TSS (NR_046064)	218	NM_025736	66736	Mm.244512	NM_025736	ENSMUSG00000022337	Emc2	4921531G14Rik|AV060620|AW209495|Ttc35	ER membrane protein complex subunit 2	protein-coding
cKO_peak_3655	chr15	81872162	81872812	+	140	NA	promoter-TSS (NM_026737)	promoter-TSS (NM_026737)	24	NM_080633	11429	Mm.154581	NM_080633	ENSMUSG00000022477	Aco2	Aco-2|Aco3|D10Wsu183e	aconitase 2, mitochondrial	protein-coding
cKO_peak_10241	chr9	20459610	20460194	+	140	NA	intron (NM_011753, intron 1 of 9)	CpG	258	NM_001357809	22688	Mm.107441	NM_011753	ENSMUSG00000063108	Zfp26	5033428C05Rik|KRAB15|Zfp-26|Zfp70|Zfp81-rs1|mKIAA4196|mkr-3|mszf14|mszf52	zinc finger protein 26	protein-coding
cKO_peak_5787	chr2	93956144	93957336	+	140	NA	exon (NM_001145034, exon 1 of 1)	exon (NM_001145034, exon 1 of 1)	360	NM_001145034	620695	Mm.482106	NM_001145034	ENSMUSG00000087006	Gm13889	Ag2	predicted gene 13889	protein-coding
cKO_peak_1502	chr11	60537294	60538648	+	140	NA	5' UTR (NM_172943, exon 1 of 4)	5' UTR (NM_172943, exon 1 of 4)	288	NM_172943	268420	Mm.262056	NM_172943	ENSMUSG00000042650	Alkbh5	AW050020|AW215868|Abh5|E130207K11|Ofoxd	alkB homolog 5, RNA demethylase	protein-coding
cKO_peak_8598	chr6	87980613	87981938	+	140	NA	promoter-TSS (NR_026990)	promoter-TSS (NR_026990)	207	NM_198622	243529	Mm.33796	NM_198622	ENSMUSG00000044927	H1fx	Gm461|H1.10|H1X	H1 histone family, member X	protein-coding
cKO_peak_3002	chr14	8172539	8172923	+	140	NA	intron (NM_024221, intron 2 of 9)	CpG	261	NM_024221	68263	Mm.301527	NM_024221	ENSMUSG00000021748	Pdhb	2610103L06Rik|AL024199|C81408	pyruvate dehydrogenase (lipoamide) beta	protein-coding
cKO_peak_9958	chr8	87958604	87960485	+	140	NA	promoter-TSS (NM_033327)	promoter-TSS (NM_033327)	51	NM_033327	94187	Mm.23452	NM_033327	ENSMUSG00000045333	Zfp423	Ebfaz|Roaz|Zfp104|Znf423|ataxia1|mKIAA0760|nur12	zinc finger protein 423	protein-coding
cKO_peak_8145	chr5	134551438	134552111	+	140	NA	intron (NM_001039162, intron 1 of 15)	intron (NM_001039162, intron 1 of 15)	660	NM_009990	269713	Mm.255138	NM_009990	ENSMUSG00000063146	Clip2	B230327O20|CLIP-115|Clip1|Cyln2|WSCR4|mKIAA0291|wbscr4	CAP-GLY domain containing linker protein 2	protein-coding
cKO_peak_7328	chr4	132260859	132261807	+	140	NA	intron (NM_001122992, intron 1 of 10)	intron (NM_001122992, intron 1 of 10)	216	NM_001122992	56809	Mm.103489	NM_020273	ENSMUSG00000028901	Gmeb1	1110050A04Rik|AI256615|AI481278	glucocorticoid modulatory element binding protein 1	protein-coding
cKO_peak_1176	chr10	127311408	127312108	+	140	NA	promoter-TSS (NM_001171582)	promoter-TSS (NM_001171582)	28	NM_001171582	216443	Mm.28173	NM_001003913	ENSMUSG00000040354	Mars	Metrs|Mtrns	methionine-tRNA synthetase	protein-coding
cKO_peak_5072	chr19	5770887	5771412	+	140	NA	intron (NM_001361922, intron 1 of 16)	CpG	270	NM_001361922	78891	Mm.276063	NM_023912	ENSMUSG00000024941	Scyl1	2810011O19Rik|C85140|Ntkl|mdf|mfd|p105	SCY1-like 1 (S. cerevisiae)	protein-coding
cKO_peak_4243	chr17	17826512	17827459	+	140	NA	Intergenic	Intergenic	-3203	NR_029536	387230		NR_029536	ENSMUSG00000065396	Mir99b	Mirn99b|mmu-mir-99b	microRNA 99b	ncRNA
cKO_peak_3742	chr15	94628934	94629482	+	140	NA	promoter-TSS (NM_178789)	promoter-TSS (NM_178789)	23	NM_178789	320709	Mm.74873	NM_178789	ENSMUSG00000063296	Tmem117	B930062P21Rik	transmembrane protein 117	protein-coding
cKO_peak_5836	chr2	112239367	112240467	+	140	NA	promoter-TSS (NM_207206)	promoter-TSS (NM_207206)	76	NM_207206	99010	Mm.33438	NM_207206	ENSMUSG00000027134	Lpcat4	AI505034|Agpat7|Aytl3|LPEAT2	lysophosphatidylcholine acyltransferase 4	protein-coding
cKO_peak_7203	chr4	117882912	117883636	+	140	NA	non-coding (NR_045570, exon 1 of 9)	non-coding (NR_045570, exon 1 of 9)	202	NM_001253381	53418	Mm.123843	NM_017377	ENSMUSG00000028541	B4galt2	Ggtb2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	protein-coding
cKO_peak_7639	chr5	24685488	24686310	+	140	NA	promoter-TSS (NM_016736)	promoter-TSS (NM_016736)	84	NM_001305264	53312	Mm.5856	NM_016736	ENSMUSG00000028954	Nub1	4931404D21Rik|6330412F12Rik|BS4|NY-REN-18	negative regulator of ubiquitin-like proteins 1	protein-coding
cKO_peak_2833	chr13	73937426	73938153	+	140	NA	promoter-TSS (NM_027182)	promoter-TSS (NM_027182)	-22	NM_027182	69716	Mm.275095	NM_027182	ENSMUSG00000021569	Trip13	2410002G23Rik|D13Ertd328e	thyroid hormone receptor interactor 13	protein-coding
cKO_peak_6321	chr3	30855812	30856351	+	140	NA	5' UTR (NM_001286994, exon 1 of 4)	5' UTR (NM_001286994, exon 1 of 4)	131	NM_001134386	71862	Mm.272019	NM_027965	ENSMUSG00000037661	Gpr160	1700025D19Rik|GPCR150	G protein-coupled receptor 160	protein-coding
cKO_peak_5802	chr2	102400525	102401212	+	140	NA	promoter-TSS (NM_020267)	promoter-TSS (NM_020267)	32	NM_020267	80985	Mm.315002	NM_020267	ENSMUSG00000027189	Trim44	Dipb|Mc7	tripartite motif-containing 44	protein-coding
cKO_peak_5780	chr2	92599721	92600379	+	140	NA	5' UTR (NM_001356552, exon 1 of 4)	5' UTR (NM_001356552, exon 1 of 4)	343	NM_001356552	76969	Mm.38021	NM_023850	ENSMUSG00000027221	Chst1	2610008E20Rik|AW125896|C6ST|GST-1|Gst1|KS6ST|KSGAL6ST|KSST	carbohydrate sulfotransferase 1	protein-coding
cKO_peak_8705	chr6	117841214	117841668	+	140	NA	intron (NM_001346647, intron 1 of 2)	CpG	166	NM_001346650	232337	Mm.290847	NM_177684	ENSMUSG00000059689	Zfp637	AI646709|BC021601|Znf32	zinc finger protein 637	protein-coding
cKO_peak_6742	chr3	132949652	132950461	+	140	NA	promoter-TSS (NM_001287103)	promoter-TSS (NM_001287103)	235	NM_001287102	114249	Mm.279310	NM_033525	ENSMUSG00000040998	Npnt	1110009H02Rik|AA682063|AI314031|Nctn|POEM	nephronectin	protein-coding
cKO_peak_6872	chr4	21931085	21932007	+	140	NA	5' UTR (NM_175234, exon 1 of 6)	5' UTR (NM_175234, exon 1 of 6)	220	NM_175234	76132	Mm.159689	NM_175234	ENSMUSG00000028246	Faxc	6230409E13Rik|AW742931	failed axon connections homolog	protein-coding
cKO_peak_10131	chr8	120228426	120229141	+	140	NA	promoter-TSS (NR_110496)	promoter-TSS (NR_110496)	-553	NR_110496	434353	Mm.411793	NR_110496	ENSMUSG00000097960	A330074K22Rik	-	RIKEN cDNA A330074K22 gene	ncRNA
cKO_peak_10574	chr9	78615544	78616010	+	140	NA	5' UTR (NM_153098, exon 1 of 33)	5' UTR (NM_153098, exon 1 of 33)	231	NM_153098	235505	Mm.32955	NM_153098	ENSMUSG00000046186	Cd109	9930012E15Rik|AI480638|GARP	CD109 antigen	protein-coding
cKO_peak_9097	chr7	44816336	44816846	+	140	NA	promoter-TSS (NR_033136)	promoter-TSS (NR_033136)	67	NR_033136	107503	Mm.389890	NM_030693	ENSMUSG00000038539	Atf5	AFTA|Atf7|Atfx|ODA-10	activating transcription factor 5	protein-coding
cKO_peak_8327	chr6	17463657	17464309	+	140	NA	promoter-TSS (NM_008591)	promoter-TSS (NM_008591)	26	NM_008591	17295	Mm.86844	NM_008591	ENSMUSG00000009376	Met	AI838057|HGF|HGFR|Par4|c-Met	met proto-oncogene	protein-coding
cKO_peak_3237	chr14	61680956	61683092	+	140	NA	intron (NR_028264, intron 1 of 6)	CpG	349	NR_028264	668253	Mm.32886	NR_028264	ENSMUSG00000097589	Dleu2	1810047A16Rik|4932411A06Rik|7730401J12Rik|AI197277|AI788824|Alt1|Gm9069|Leu2	deleted in lymphocytic leukemia, 2	ncRNA
cKO_peak_2438	chr12	102554959	102555427	+	140	NA	intron (NM_007693, intron 1 of 7)	intron (NM_007693, intron 1 of 7)	252	NM_007693	12652	Mm.4137	NM_007693	ENSMUSG00000021194	Chga	ChrA|cgA	chromogranin A	protein-coding
cKO_peak_7792	chr5	64092847	64093329	+	140	NA	exon (NM_025700, exon 1 of 14)	exon (NM_025700, exon 1 of 14)	149	NM_025700	66681	Mm.2325	NM_025700	ENSMUSG00000029171	Pgm1	3230402E02Rik|Pgm-1|Pgm2	phosphoglucomutase 1	protein-coding
cKO_peak_3794	chr15	100468624	100469437	+	140	NA	promoter-TSS (NM_134093)	promoter-TSS (NM_134093)	19	NM_134093	68614	Mm.275272	NM_134093	ENSMUSG00000037353	Letmd1	1110019O13Rik|AI593524|BB130465|BB235638|HCCR-2|HCCR1|MCC-32|Mccr	LETM1 domain containing 1	protein-coding
cKO_peak_5254	chr19	40588077	40588398	+	140	NA	intron (NM_019698, intron 1 of 18)	CpG	226	NM_153554	56454	Mm.233117	NM_019698	ENSMUSG00000025007	Aldh18a1	2810433K04Rik|AI429789|Pycs	aldehyde dehydrogenase 18 family, member A1	protein-coding
cKO_peak_7427	chr4	140246136	140246738	+	140	NA	5' UTR (NM_198610, exon 1 of 10)	5' UTR (NM_198610, exon 1 of 10)	374	NM_198610	230868	Mm.298731	NM_198610	ENSMUSG00000040972	Igsf21	BC055811|Gm141	immunoglobulin superfamily, member 21	protein-coding
cKO_peak_10586	chr9	85326558	85327619	+	140	NA	promoter-TSS (NM_001160379)	promoter-TSS (NM_001160379)	36	NM_001160378	212943	Mm.74610	NM_001160378	ENSMUSG00000032265	Tent5a	BAP014|D930050G01Rik|Fam46a	terminal nucleotidyltransferase 5A	protein-coding
cKO_peak_1721	chr11	82870873	82871213	+	140	NA	promoter-TSS (NM_001164570)	promoter-TSS (NM_001164570)	167	NM_001164569	67338	Mm.341608	NM_026097	ENSMUSG00000020696	Rffl	1700051E09Rik|4930516L10Rik|BG080975|Carp2	ring finger and FYVE like domain containing protein	protein-coding
cKO_peak_2501	chr12	112143971	112144821	+	140	NA	Intergenic	CpG	-1812	NM_001097621	668303	Mm.313104	NM_001097621	ENSMUSG00000021294	Kif26a	mKIAA1236	kinesin family member 26A	protein-coding
cKO_peak_5153	chr19	11912422	11913039	+	140	NA	intron (NM_172635, intron 1 of 18)	CpG	331	NM_172635	225929	Mm.42711	NM_172635	ENSMUSG00000046139	Patl1	AV312086|Pat1b	protein associated with topoisomerase II homolog 1 (yeast)	protein-coding
cKO_peak_6175	chr2	165326016	165326442	+	140	NA	intron (NM_207706, intron 1 of 21)	CpG	250	NM_207706	140579	Mm.35064	NM_080287	ENSMUSG00000017670	Elmo2	1190002F24Rik|CED-12	engulfment and cell motility 2	protein-coding
cKO_peak_10681	chr9	107296683	107297055	+	140	NA	5' UTR (NM_009895, exon 1 of 3)	5' UTR (NM_009895, exon 1 of 3)	210	NM_009895	12700	Mm.4592	NM_009895	ENSMUSG00000032578	Cish	CIS-1|CIS1|Cis|F17|F23|SOCS	cytokine inducible SH2-containing protein	protein-coding
cKO_peak_9230	chr7	80026975	80027400	+	140	NA	intron (NM_175433, intron 1 of 4)	CpG	959	NM_175433	209225	Mm.290925	NM_175433	ENSMUSG00000048897	Zfp710	5430400N05Rik|9830165K13|AI324798|Znf710	zinc finger protein 710	protein-coding
cKO_peak_1918	chr11	103132359	103132842	+	140	NA	promoter-TSS (NM_027658)	promoter-TSS (NM_027658)	-739	NM_001130516	71059	Mm.273871	NM_027658	ENSMUSG00000043372	Hexim2	4933402L21Rik	hexamethylene bis-acetamide inducible 2	protein-coding
cKO_peak_7112	chr4	101496530	101497070	+	140	NA	intron (NM_001355179, intron 1 of 18)	CpG	152	NM_001355179	72685	Mm.76494	NM_198412	ENSMUSG00000028528	Dnajc6	2810027M23Rik|mKIAA0473	DnaJ heat shock protein family (Hsp40) member C6	protein-coding
cKO_peak_587	chr1	180568941	180569380	+	140	NA	intron (NM_007415, intron 1 of 22)	CpG	269	NM_007415	11545	Mm.277779	NM_007415	ENSMUSG00000026496	Parp1	5830444G22Rik|AI893648|ARTD1|Adprp|Adprt1|C80510|PARP|PPOL|msPARP|parp-1|sPARP-1	poly (ADP-ribose) polymerase family, member 1	protein-coding
cKO_peak_8675	chr6	113378137	113378612	+	140	NA	promoter-TSS (NM_133932)	promoter-TSS (NM_133932)	261	NM_026552	68089	Mm.289306	NM_026552	ENSMUSG00000079426	Arpc4	20kDa|5330419I20Rik|AI327076|p20-Arc	actin related protein 2/3 complex, subunit 4	protein-coding
cKO_peak_8784	chr6	129533123	129533779	+	140	NA	promoter-TSS (NR_045270)	promoter-TSS (NR_045270)	-167	NR_045270	100504641	Mm.398286	NR_045270	ENSMUSG00000097675	1700101I11Rik	-	RIKEN cDNA 1700101I11 gene	ncRNA
cKO_peak_2697	chr13	48545575	48546527	+	140	NA	Intergenic	CpG	-7779	NR_029725	387244		NR_029725	ENSMUSG00000065421	Mirlet7a-1	Let-7a|Mirnlet7a|Mirnlet7a-1|let-7a-1	microRNA let7a-1	ncRNA
cKO_peak_7672	chr5	30666881	30667355	+	140	NA	intron (NR_126074, intron 1 of 4)	CpG	232	NM_001302130	12615	Mm.290563	NM_007681	ENSMUSG00000029177	Cenpa	Cenp-A	centromere protein A	protein-coding
cKO_peak_3979	chr16	27388726	27389428	+	140	NA	5' UTR (NM_026202, exon 1 of 11)	5' UTR (NM_026202, exon 1 of 11)	121	NM_001289436	67501	Mm.258985	NM_026202	ENSMUSG00000038127	Ccdc50	C3orf6	coiled-coil domain containing 50	protein-coding
cKO_peak_7714	chr5	33995800	33997649	+	140	NA	5' UTR (NM_001001985, exon 1 of 3)	5' UTR (NM_001001985, exon 1 of 3)	740	NM_001001985	269642	Mm.274610	NM_001001985	ENSMUSG00000048142	Nat8l	1110038O08Rik|Shati	N-acetyltransferase 8-like	protein-coding
cKO_peak_7651	chr5	27790918	27791999	+	140	NA	promoter-TSS (NM_018878)	promoter-TSS (NM_018878)	92	NM_018878	55982	Mm.277190	NM_018878	ENSMUSG00000002221	Paxip1	D5Ertd149e|PTIP	PAX interacting (with transcription-activation domain) protein 1	protein-coding
cKO_peak_7916	chr5	103753373	103754570	+	140	NA	promoter-TSS (NM_001080798)	promoter-TSS (NM_001080798)	-191	NM_133919	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
cKO_peak_4349	chr17	27907372	27907692	+	140	NA	exon (NM_026836, exon 2 of 6)	exon (NM_026836, exon 2 of 6)	1710	NM_026836	68776	Mm.267998	NM_026836	ENSMUSG00000024218	Taf11	1110038O14Rik|AI115401|AL024207|AW552398|PRO214|TAF2I|TAFII28	TATA-box binding protein associated factor 11	protein-coding
cKO_peak_4887	chr18	56924959	56925473	+	140	NA	intron (NM_177115, intron 1 of 4)	CpG	332	NM_177115	320253	Mm.312623	NM_177115	ENSMUSG00000032656	March3	6330411I15Rik|A530081L18Rik|AI843639|MARCH-III	membrane-associated ring finger (C3HC4) 3	protein-coding
